 1870  2010 
1917   -1.66   -1.49   -1.83   -1.28   -1.00   -0.90   -0.47   -0.60   -0.64   -1.18   -1.04   -1.13 
1918   -1.22   -1.14   -0.71   -0.12   -0.33    0.07    0.49    0.88    0.68    0.77    0.97    1.57 
1919    1.48    0.95    0.10    0.62    0.51    0.66    0.32    0.23    0.69    0.70    0.69    0.47 
1920    0.58    0.88    0.47    0.21    0.20   -0.19   -0.23   -0.10    0.15   -0.27    0.11   -0.26 
1921   -0.08   -0.43   -0.84   -0.38   -0.24   -0.54   -0.08   -0.34   -0.30   -0.67   -0.57    0.21 
1922   -0.34   -0.22   -0.22   -0.34   -0.32   -0.33   -0.03    0.09   -0.05   -0.43   -0.52   -0.29 
1923   -0.05   -0.52   -0.25    0.10    0.20    0.20    0.41    0.23    0.66    0.78    0.75    0.48 
1924    0.03    0.05   -0.08   -0.68   -0.49   -0.58   -0.69   -1.01   -1.07   -0.99   -0.93   -0.49 
1925   -0.68   -0.22   -0.35   -0.03   -0.18    0.11    0.33    0.57    0.66    1.09    1.23    1.24 
1926    1.18    1.48    1.45    1.17    1.35    1.18    1.14    0.55    0.47   -0.05    0.48    0.51 
1927    0.23    0.50    0.02   -0.00    0.15    0.22   -0.12   -0.05   -0.08   -0.16    0.05    0.24 
1928    0.56    0.68    0.35    0.26    0.52    0.43    0.40   -0.03   -0.34   -0.29    0.15    0.23 
1929    0.18    0.06   -0.03    0.37    0.28    0.49    0.46    0.43    0.66    0.30    0.31    0.75 
1930    0.80    0.83    0.67    0.62    0.52    0.73    0.96    0.73    1.43    1.10    1.63    1.74 
1931    1.61    1.66    1.45    1.27    1.06    1.12    1.11    0.53    0.25    0.29    0.09    0.05 
1932    0.03    0.22    0.28    0.55    0.85    0.69    0.50    0.59    0.39   -0.06    0.38    0.31 
1933   -0.02   -0.42   -0.33   -0.27   -0.27   -0.66   -0.84   -0.84   -1.14   -1.03   -0.78   -0.67 
1934   -0.51   -0.45   -0.19    0.02   -0.08   -0.00    0.10    0.28    0.26    0.29    0.15   -0.17 
1935   -0.41   -0.47   -0.29   -0.29    0.46    0.28    0.11    0.38    0.15    0.32    0.85    0.62 
1936    0.81    0.58    0.31    0.51    0.63    0.11    0.17   -0.03    0.07    0.30    0.35    0.42 
1937   -0.15    0.40    0.53    0.11    0.10    0.23    0.31   -0.00    0.14   -0.10    0.26    0.09 
1938   -0.13   -0.29   -0.43   -0.64   -0.79   -0.82   -1.02   -1.05   -0.66   -0.91   -0.81   -0.55 
1939   -0.24   -0.22   -0.44    0.03    0.08    0.52    0.39    0.36   -0.21   -0.53   -0.33    0.48 
1940    1.06    1.11    1.19    0.97    1.44    1.68    1.11    1.30    0.35    0.52    1.18    1.42 
1941    1.57    1.82    1.51    1.65    1.36    1.65    1.42    1.41    0.96    1.08    1.46    1.62 
1942    1.42    0.63    0.29    0.36   -0.06   -0.11   -0.62   -0.93   -0.85   -1.22   -1.25   -1.06 
1943   -0.74   -0.85   -0.84   -0.63   -0.35   -0.13   -0.22   -0.45   -0.62   -0.65   -0.75   -0.66 
1944   -0.56   -0.21   -0.27    0.08   -0.13    0.02   -0.07   -0.27   -0.44   -0.43   -0.46   -0.67 
1945   -0.63   -0.58   -1.14   -0.45   -0.26    0.68    0.14   -0.18   -0.44   -0.11   -0.51   -0.48 
1946   -0.21    0.07   -0.51   -0.69   -0.24    0.16    0.42    0.34    0.00    0.09    0.25    0.28 
1947    0.48    0.52    0.88   -0.18   -0.30    0.36    0.13    0.02    0.09   -0.16   -0.16    0.40 
1948    0.21    0.05   -0.13    0.03    0.05   -0.04   -0.25   -0.73   -0.44   -0.79   -0.13    0.31 
1949   -0.65   -0.16   -0.41   -0.15   -0.10   -0.15   -0.25   -0.40   -0.99   -1.13   -1.12   -1.03 
1950   -1.12   -1.38   -1.09   -1.10   -1.28   -1.01   -1.58   -1.28   -1.33   -1.31   -1.26   -0.89 
1951   -0.91   -0.80   -0.89   -0.43    0.02    0.11    0.81    0.33    0.40    0.73    0.78    0.69 
1952    0.40    0.12    0.04    0.11   -0.27   -0.70   -0.60   -0.46   -0.49   -0.52   -0.51   -0.18 
1953    0.37    0.21    0.30    0.33    0.32    0.41    0.37    0.37    0.41    0.13   -0.12   -0.01 
1954   -0.09   -0.21   -0.49   -0.44   -0.50   -0.47   -0.69   -0.56   -0.86   -0.88   -0.61   -0.80 
1955   -0.71   -1.13   -0.92   -1.25   -1.31   -1.51   -1.49   -1.23   -1.45   -2.16   -1.93   -1.72 
1956   -1.45   -1.19   -1.18   -1.12   -1.36   -1.41   -1.07   -0.78   -0.82   -1.13   -1.22   -0.77 
1957   -0.50   -0.31    0.17    0.09    0.55    0.86    0.64    0.39    0.66    0.81    0.95    0.94 
1958    1.21    0.88    0.58    0.42    0.56    0.42    0.34    0.31   -0.09   -0.02    0.04    0.19 
1959    0.15    0.22    0.19    0.44    0.31    0.26   -0.05   -0.26   -0.30    0.19    0.07   -0.05 
1960    0.11   -0.10    0.19    0.08    0.01   -0.13   -0.38   -0.20   -0.41   -0.28   -0.37    0.12 
1961    0.26    0.31    0.01   -0.10   -0.27   -0.29   -0.59   -0.56   -0.73   -0.93   -0.68   -0.79 
1962   -0.89   -0.67   -0.92   -0.86   -0.96   -0.86   -0.84   -0.52   -0.92   -0.84   -0.53   -0.58 
1963   -0.53   -0.47   -0.41   -0.18   -0.34   -0.35    0.12    0.23    0.34    0.39    0.47    0.60 
1964    0.61    0.08   -0.37   -0.48   -0.97   -0.92   -0.88   -1.09   -0.91   -0.99   -0.93   -0.74 
1965   -0.60   -0.13    0.04    0.32    0.56    0.67    0.71    0.94    1.10    1.26    1.31    1.06 
1966    0.85    0.48    0.44    0.35    0.15    0.37    0.43    0.21    0.11    0.06    0.03    0.05 
1967   -0.26   -0.46   -0.48   -0.20   -0.09   -0.10   -0.31   -0.74   -0.86   -0.91   -0.59   -0.61 
1968   -0.72   -0.48   -0.92   -0.69   -0.65   -0.26   -0.09   -0.04    0.18    0.42    0.65    0.87 
1969    0.85    0.75    0.40    0.29    0.54    0.60    0.31    0.21    0.22    0.66    0.67    0.45 
1970    0.33    0.01   -0.15   -0.20   -0.40   -0.48   -0.92   -1.09   -1.07   -1.06   -1.27   -1.38 
1971   -1.48   -1.52   -1.28   -1.04   -1.11   -1.19   -1.11   -0.96   -0.81   -1.06   -1.12   -1.13 
1972   -0.67   -0.30   -0.37    0.12    0.10    0.38    0.67    1.02    1.07    1.22    1.27    1.42 
1973    1.08    0.43    0.05   -0.44   -0.63   -1.01   -0.82   -1.18   -1.39   -1.48   -1.66   -1.79 
1974   -1.63   -1.48   -0.97   -0.85   -0.69   -0.48   -0.55   -0.37   -0.79   -1.11   -0.97   -0.99 
1975   -0.92   -0.74   -0.91   -0.82   -1.20   -1.04   -0.93   -1.12   -1.32   -1.61   -1.61   -1.73 
1976   -1.60   -0.96   -0.92   -0.88   -0.39   -0.00    0.40    0.54    0.59    0.73    0.64    0.39 
1977    0.77    0.57    0.20   -0.20    0.05    0.38    0.46    0.18    0.18    0.40    0.67    0.55 
1978    0.62    0.45    0.16   -0.11   -0.13   -0.55   -0.47   -0.52   -0.49   -0.12    0.02   -0.00 
1979    0.06    0.03   -0.06    0.23    0.35    0.23    0.08    0.12    0.45    0.38    0.33    0.44 
1980    0.42    0.32    0.33    0.62    0.60    0.23   -0.10   -0.06    0.04    0.22    0.19    0.25 
1981   -0.15   -0.23   -0.02   -0.30   -0.10   -0.04   -0.08   -0.00   -0.17   -0.07    0.15    0.03 
1982   -0.04    0.20    0.25    0.61    0.65    0.87    1.06    1.21    1.62    1.81    1.80    1.97 
1983    2.08    1.96    1.69    1.34    1.18    1.26    1.27    0.91    0.43    0.08   -0.10    0.16 
1984    0.26    0.14    0.13   -0.07   -0.30   -0.60   -0.45   -0.33   -0.10   -0.12   -0.42   -0.95 
1985   -0.55   -0.55   -0.59   -0.53   -0.45   -0.37   -0.25   -0.29   -0.29   -0.19   -0.17   -0.06 
1986   -0.36   -0.16    0.07    0.10    0.12    0.19    0.41    0.63    0.59    0.84    1.09    1.31 
1987    1.15    1.16    1.17    1.16    1.09    1.23    1.55    1.58    1.62    1.59    1.26    1.19 
1988    0.90    0.40    0.31    0.01   -0.61   -0.95   -1.05   -1.15   -1.23   -1.60   -1.57   -1.47 
1989   -1.59   -1.01   -0.99   -0.78   -0.75   -0.62   -0.48   -0.60   -0.63   -0.58   -0.64   -0.10 
1990   -0.11   -0.07   -0.23    0.09    0.01   -0.08   -0.15   -0.13   -0.02   -0.17   -0.21   -0.18 
1991   -0.06    0.04    0.00   -0.25    0.15    0.33    0.16    0.40    0.57    0.65    0.96    1.08 
1992    1.04    1.00    1.06    1.28    1.30    0.84    0.75    0.47    0.34    0.46    0.42    0.42 
1993    0.54    0.64    0.79    1.04    1.17    1.08    0.77    0.82    0.88    0.88    0.75    0.78 
1994    0.42    0.23    0.30    0.49    0.45    0.56    0.31    0.17    0.35    0.67    0.73    0.75 
1995    0.82    0.58    0.50    0.20    0.24    0.39    0.29   -0.23   -0.22   -0.53   -0.66   -0.69 
1996   -0.34   -0.48   -0.15   -0.31   -0.22   -0.15   -0.29   -0.30   -0.26   -0.19   -0.02   -0.33 
1997    0.07   -0.00    0.07    0.41    0.85    1.35    1.34    1.85    1.92    2.26    2.26    2.01 
1998    2.14    1.70    1.33    0.68    0.25   -0.24   -0.54   -0.58   -0.69   -1.18   -1.17   -1.30 
1999   -1.38   -1.20   -1.01   -1.23   -1.10   -1.19   -1.14   -1.30   -1.30   -1.52   -1.66   -1.44 
2000   -1.50   -1.15   -0.85   -0.69   -0.84   -0.84   -1.06   -0.87   -0.84   -0.74   -0.73   -0.64 
2001   -0.52   -0.54   -0.26   -0.19   -0.46   -0.43   -0.54   -0.32   -0.62   -0.62   -0.69   -0.85 
2002   -0.45   -0.41   -0.24   -0.05   -0.08    0.16    0.18    0.35    0.47    0.76    1.29    1.19 
2003    0.99    0.77    0.63    0.01   -0.35   -0.30    0.01   -0.00   -0.13    0.36    0.44    0.32 
2004    0.13   -0.00    0.10    0.13   -0.16   -0.22   -0.22    0.04    0.28    0.19    0.29    0.71 
2005    0.58   -0.03    0.25    0.15    0.29    0.08   -0.11   -0.28   -0.61   -0.81   -0.94   -0.81 
2006   -0.42   -0.43   -0.34   -0.47   -0.35   -0.00    0.18    0.27    0.44    0.76    0.89    1.14 
2007    0.78    0.31    0.04    0.01   -0.35   -0.34   -0.28   -0.72   -1.17   -1.59   -1.67   -1.32 
2008   -1.56   -1.39   -1.01   -1.05   -0.73   -0.56   -0.41   -0.32   -0.49   -0.67   -0.70   -0.97 
2009   -1.01   -0.99   -0.89   -0.53   -0.05    0.31    0.40    0.54    0.68    0.81    1.08    1.16 
2010    1.04    0.73    0.49    0.43   -0.03   -0.57   -1.19   -1.53   -1.81   -1.84   -1.67   -1.83 
 -99.0 
TPI unfiltered (IPO Tripole Index) of Henley et al. (2015) 
HadISST2.1Median_of_10_rsns 
Please cite this data if you use it:  
Henley, B.J., Gergis, J., Karoly, D.J., Power, S.B., Kennedy, J., & Folland, C.K. (2015).  
A Tripole Index for the Interdecadal Pacific Oscillation. Climate Dynamics, 1?14. doi:10.1007/s00382-015-2525-1 
See http://www.esrl.noaa.gov/psd/data/timeseries/IPOTPI/ 
